2026-09-13T02:15:38.922966+00:00	RUN	now recording run_id=E_duration_rep1 -> C:\r3\data\subscriber_E_duration_rep1.csv
2026-09-13T02:15:38.922966+00:00	LEVEL	D04 -> idle (state=idle)
2026-09-13T02:15:41.936369+00:00	LEVEL	idle -> E01 (state=drain)
2026-09-13T02:18:21.641750+00:00	LEVEL	E01 -> E02 (state=reset)
2026-09-13T02:24:06.188952+00:00	LEVEL	E02 -> E03 (state=drain)
2026-09-13T02:34:49.062503+00:00	LEVEL	E03 -> E04 (state=reset)
2026-09-13T02:48:21.027244+00:00	QUERY_TOO_SLOW	[sub_row_count] did not finish within 4000 ms. That column is left empty; nothing else is affected. Logged once.
2026-09-13T02:48:25.059317+00:00	SAMPLE_GAP	4.0s between samples
2026-09-13T02:48:25.059317+00:00	SAMPLE_GAP	4.0s between samples
2026-09-13T02:48:59.744396+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:48:59.744396+00:00	SAMPLE_GAP	4.4s between samples
2026-09-13T02:49:34.638663+00:00	SAMPLE_GAP	4.3s between samples
2026-09-13T02:49:38.982774+00:00	SAMPLE_GAP	4.5s between samples
2026-09-13T02:49:44.031517+00:00	SAMPLE_GAP	4.4s between samples
2026-09-13T02:49:48.203793+00:00	SAMPLE_GAP	5.0s between samples
2026-09-13T02:49:52.345240+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:49:55.423777+00:00	SAMPLE_GAP	4.1s between samples
2026-09-13T02:49:55.423777+00:00	SAMPLE_GAP	3.1s between samples
2026-09-13T02:50:42.161299+00:00	SAMPLE_GAP	12.7s between samples
2026-09-13T02:50:46.490203+00:00	SAMPLE_GAP	6.9s between samples
2026-09-13T02:50:51.131208+00:00	SAMPLE_GAP	4.3s between samples
2026-09-13T02:50:55.303892+00:00	SAMPLE_GAP	4.6s between samples
2026-09-13T02:50:59.476132+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:03.695266+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:07.867939+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:12.024588+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:16.197251+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:20.369499+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:24.557399+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:28.714422+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:32.886178+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:37.044328+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:41.215494+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:45.387750+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:49.544787+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:53.810787+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:51:58.124081+00:00	SAMPLE_GAP	4.3s between samples
2026-09-13T02:52:02.327594+00:00	SAMPLE_GAP	4.3s between samples
2026-09-13T02:52:06.484238+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:10.656902+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:15.048112+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:19.204683+00:00	SAMPLE_GAP	4.4s between samples
2026-09-13T02:52:23.376970+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:27.564865+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:31.737547+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:35.894216+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:40.075493+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:44.254804+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:48.427073+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:52.584134+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:52:56.756420+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:00.944303+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:05.101457+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:09.273690+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:13.555731+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:17.743623+00:00	SAMPLE_GAP	4.3s between samples
2026-09-13T02:53:21.900264+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:26.072953+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:30.229581+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:34.542367+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:38.699010+00:00	SAMPLE_GAP	4.3s between samples
2026-09-13T02:53:42.871286+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:47.043960+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:51.216236+00:00	SAMPLE_GAP	4.2s between samples
2026-09-13T02:53:55.373298+00:00	SAMPLE_GAP	4.2s between samples
