family,run_id,repeat,region,level_id,label,order_index,clients,rows_per_commit,row_bytes,target_wal_mbps,rtt_ms,duration_sec,n_samples,lag_median_ms,lag_p95_ms,lag_mean_ms,lag_p05_ms,lag_max_ms,write_lag_median_ms,flush_lag_median_ms,lag_bytes_median,lag_bytes_p95,wal_mbps_mean,wal_mbps_sd,wal_mbps_level,commits_per_sec,rows_per_sec,wal_bytes_delta,xact_commit_delta,tup_inserted_delta,wal_bytes_per_row,manifest_measured_wal_mbps,loadgen_commits,loadgen_rows,loadgen_commits_per_sec,loadgen_rows_per_sec,sql_errors,setpoint_error_pct,exceeded_capacity,pre_drained,post_drained,pre_start_backlog,post_drain_sec,lag_growth_bytes_per_sec,peak_lag_bytes,pub_cpu_mean,load_seconds,lag_median_first60_ms,lag_median_third1_ms,lag_median_third2_ms,lag_median_third3_ms,sub_rows_applied_per_sec,sub_commits_per_sec,sub_cpu_mean,sub_disk_write_mbps
C_batching,C_batching_rep1,1,centralus,C01,1 rows/commit @ 16 MB/s,3,16,1,1000,16,0.0,360,301,22.811999999999998,27.251,20.629890365448507,7.286,32.264,22.811999999999998,25.835,21264.0,1261992.0,15.85037020046073,1.72554889651951,17.017882852846032,10658.375575324875,10656.056626206213,6135085048,3842431,3841595,1597.0150544240087,16.208,3841289,3841289,10648.06,10648.06,0,1.3,False,True,True,6328,10.0,1187.7,1527624,9.502325581395349,361.0,22.29,22.711,22.687,23.0305,10659.817013673872,10661.290029230115,5.700671140939598,32.567016966798704
C_batching,C_batching_rep1,1,centralus,C02,10 rows/commit @ 16 MB/s,1,16,10,1000,16,0.0,360,301,16.162,18.186,15.303066445182724,6.311,20.149,16.162,16.958000000000002,83720.0,1233688.0,16.838512005159227,19.11894666304891,17.517549985759057,1092.415619007898,10893.248718432656,6310461230,393528,3924146,1608.110715044751,16.679,392384,3923840,1088.21,10882.08,0,4.2,False,True,True,0,10.0,-413.9,1420360,4.51860465116279,360.8,15.979000000000001,16.125,16.023,16.343,10820.291978966905,1084.2626675826218,3.81510067114094,38.549992197489374
C_batching,C_batching_rep1,1,centralus,C03,50 rows/commit @ 16 MB/s,6,16,50,1000,16,0.0,360,301,15.613,18.78,15.345558139534884,9.938,28.490000000000002,15.613,17.453,224608.0,1427352.0,16.014142047981302,1.3565129337475046,16.786743448786478,225.39163192634996,11079.70125790559,6046505610,81185,3990856,1515.0898980068437,15.973,79811,3990550,221.28,11064.21,0,-0.2,False,True,True,0,10.0,-1475.0,1583112,7.568770764119601,361.0,15.5835,15.428,16.127000000000002,15.6145,11061.337352435145,223.53737292670286,4.611,32.316017619953435
C_batching,C_batching_rep1,1,centralus,C04,100 rows/commit @ 16 MB/s,5,16,100,1000,16,0.0,360,301,16.646,19.945999999999998,16.105920265780732,8.826,135.466,16.646,20.022000000000002,301152.0,1512368.0,17.862865718949806,36.558119977273876,18.459105251095355,112.52771509645127,10916.018489119877,6648726443,40531,3931806,1691.0108085190368,17.603,39376,3937600,109.24,10923.55,0,10.0,False,True,True,0,10.0,-4755.9,1678264,7.489036544850499,360.7,15.528,15.578,16.8525,16.628500000000003,10851.711224515535,110.83292042850262,4.714,37.66518730333953
C_batching,C_batching_rep1,1,centralus,C05,500 rows/commit @ 16 MB/s,4,16,500,1000,16,0.0,360,301,9.126999999999999,33.312000000000005,14.02773754152824,8.116999999999999,75.71799999999999,9.126999999999999,120.67,750976.0,4521496.0,18.062088444510593,42.341009808172586,18.631670436053586,25.082042359571208,10906.265774254056,6715174878,9040,3930806,1708.3455347325714,17.797,7888,3944000,21.87,10935.14,0,11.2,False,True,True,25536,10.0,3141.7,8412512,24.316943521594684,360.9,14.95,9.023,9.058,9.216,10813.457783499602,23.95647707417195,4.3705685618729095,34.552289496672024
C_batching,C_batching_rep1,1,centralus,C06,1000 rows/commit @ 16 MB/s,2,16,1000,1000,16,0.0,360,300,20.633499999999998,57.51745000000002,26.40194,14.024999999999999,68.726,20.633499999999998,64.378,428984.0,6063427.2,16.103051583072922,6.8581206870955915,16.89181572403788,14.32165258175739,11161.191367623349,6086013373,5160,4021306,1513.4419944664744,16.093,4025,4025000,11.16,11156.35,0,0.6,False,True,True,0,10.0,-4591.1,15129080,25.017,361.0,20.046,20.082500000000003,20.7915,20.814,11111.121436137479,13.427071115984065,3.78494983277592,36.82529136506201
C_batching,C_batching_rep2,2,centralus,C01,1 rows/commit @ 16 MB/s,5,16,1,1000,16,0.0,360,301,22.08,26.866999999999997,19.36832225913621,5.4270000000000005,155.28300000000002,22.08,25.83,18888.0,1286584.0,17.68791673815812,35.51486878380141,18.208221019565105,10507.551985480059,10505.02926038695,6568088284,3790295,3789385,1733.2860830979168,17.369,3796581,3796581,10519.12,10519.12,0,8.6,False,True,True,0,10.0,1012.4,1782064,8.859468438538206,361.3,19.777,22.103,22.521500000000003,21.463,10404.471895018112,10405.955569203225,7.438283828382837,37.39508867714787
C_batching,C_batching_rep2,2,centralus,C02,10 rows/commit @ 16 MB/s,3,16,10,1000,16,0.0,360,301,16.303,18.899,15.56595681063123,8.338,21.355,16.303,17.267999999999997,74968.0,1198680.0,16.00453839128263,1.1458722196019047,16.804675797889598,1109.398609967337,11061.278767893227,6054492642,399701,3985226,1519.234452951978,16.005,398492,3984920,1105.34,11053.41,0,0.0,False,True,True,0,10.0,1862.1,1337352,5.665448504983389,360.8,16.133000000000003,16.187,16.411,16.3965,10990.767613961343,1101.3226464500433,4.796,33.06961766794699
C_batching,C_batching_rep2,2,centralus,C03,50 rows/commit @ 16 MB/s,2,16,50,1000,16,0.0,360,301,15.886000000000001,18.974,16.1594584717608,10.66,174.561,15.886000000000001,18.075,225536.0,1428616.0,17.656862735621978,33.77808928949102,18.235573412140717,221.97405301293642,10907.331255344592,6569599241,79969,3929506,1671.8639037578769,17.365,78584,3929200,217.96,10897.89,0,8.5,False,True,True,0,10.0,-220.4,3662224,7.374086378737543,360.8,15.252,15.562,16.043,15.6795,10820.063475419423,218.7184117610574,5.341,33.76214161079938
C_batching,C_batching_rep2,2,centralus,C04,100 rows/commit @ 16 MB/s,6,16,100,1000,16,0.0,360,300,15.353000000000002,21.218999999999998,15.86619,8.799100000000001,170.624,15.353,21.69,301732.0,1670095.2,17.890039698614554,38.30012162885101,18.525783299986177,112.35344554220731,10904.885382737972,6654072614,40355,3916806,1698.8517210196267,17.634,39272,3927200,108.94,10894.21,0,10.2,False,True,True,0,10.0,2669.6,7111432,8.541666666666666,360.7,15.7585,14.8545,15.654000000000002,15.557,10776.092011262124,110.07684039996073,5.013333333333334,37.071712407303224
